iter	Passed	Remaining
525	1947	1754
526	1949	1749
527	1951	1744
528	1957	1742
529	1959	1737
530	1961	1732
531	1963	1727
532	1966	1723
533	1976	1724
534	1978	1719
535	1980	1714
536	1982	1709
537	1987	1706
538	1989	1701
539	1991	1696
540	1993	1691
541	1995	1686
542	1998	1681
543	2009	1684
544	2011	1678
545	2013	1674
546	2018	1671
547	2020	1666
548	2022	1661
549	2024	1656
550	2026	1651
551	2028	1646
552	2034	1644
553	2036	1639
554	2038	1634
555	2041	1630
556	2043	1625
557	2047	1622
558	2049	1617
559	2051	1612
560	2053	1607
561	2056	1602
562	2058	1597
563	2060	1592
564	2062	1588
565	2065	1583
566	2067	1578
567	2069	1574
568	2074	1571
569	2076	1566
570	2079	1562
571	2081	1557
572	2083	1552
573	2085	1547
574	2087	1543
575	2089	1538
576	2092	1533
577	2094	1529
578	2099	1526
579	2103	1523
580	2106	1518
581	2108	1514
582	2117	1514
583	2123	1512
584	2125	1507
585	2131	1505
586	2134	1501
587	2139	1499
588	2146	1498
589	2149	1493
590	2152	1489
591	2154	1485
592	2160	1483
593	2163	1478
594	2165	1474
595	2168	1469
596	2171	1465
597	2178	1464
598	2180	1459
599	2182	1455
600	2186	1451
601	2191	1448
602	2193	1444
603	2196	1439
604	2198	1435
605	2201	1431
606	2208	1429
607	2210	1425
608	2212	1420
609	2215	1416
610	2217	1411
611	2221	1408
612	2225	1404
613	2228	1400
614	2231	1396
615	2239	1395
616	2242	1392
617	2245	1388
618	2252	1386
619	2256	1383
620	2261	1379
621	2263	1375
622	2269	1373
623	2271	1368
624	2274	1364
625	2278	1361
626	2294	1365
627	2301	1363
628	2303	1358
629	2307	1355
630	2311	1351
631	2316	1348
632	2319	1345
633	2322	1340
634	2327	1337
635	2334	1336
636	2337	1331
637	2341	1328
638	2345	1325
639	2348	1321
640	2351	1317
641	2355	1313
642	2358	1309
643	2368	1309
644	2371	1305
645	2377	1302
646	2381	1299
647	2384	1295
648	2387	1291
649	2395	1289
650	2398	1285
651	2401	1282
652	2405	1278
653	2410	1275
654	2413	1271
655	2415	1266
656	2419	1262
657	2429	1262
658	2432	1258
659	2448	1261
660	2452	1257
661	2461	1256
662	2469	1255
663	2477	1253
664	2482	1250
665	2493	1250
666	2509	1252
667	2514	1249
668	2517	1245
669	2526	1244
670	2529	1240
671	2532	1236
672	2540	1234
673	2545	1230
674	2548	1227
675	2559	1226
676	2561	1222
677	2564	1218
678	2568	1214
679	2571	1210
680	2575	1206
681	2587	1206
682	2590	1202
683	2598	1200
684	2601	1196
685	2604	1192
686	2607	1188
687	2611	1184
688	2615	1180
689	2627	1180
690	2632	1177
691	2636	1173
692	2660	1178
693	2664	1174
694	2680	1176
695	2684	1172
696	2695	1171
697	2699	1168
698	2710	1167
699	2717	1164
700	2721	1160
701	2724	1156
702	2737	1156
703	2740	1152
704	2746	1149
705	2752	1146
706	2755	1141
707	2757	1137
708	2773	1138
709	2780	1135
710	2783	1131
711	2785	1126
712	2789	1122
713	2798	1120
714	2800	1116
715	2803	1111
716	2805	1107
717	2807	1102
718	2809	1097
719	2811	1093
720	2813	1088
721	2815	1084
722	2823	1081
723	2825	1077
724	2827	1072
725	2830	1068
726	2835	1064
727	2839	1061
728	2842	1056
729	2845	1052
730	2853	1049
731	2855	1045
732	2857	1040
733	2859	1036
734	2861	1031
735	2869	1029
736	2871	1024
737	2873	1020
738	2875	1015
739	2887	1014
740	2889	1010
741	2892	1005
742	2894	1001
743	2899	997
744	2901	993
745	2903	988
746	2905	984
747	2908	979
748	2909	975
749	2912	970
750	2914	966
751	2916	961
752	2918	957
753	2923	953
754	2926	949
755	2928	945
756	2931	940
757	2933	936
758	2935	932
759	2938	927
760	2940	923
761	2943	919
762	2950	916
763	2953	912
764	2956	908
765	2959	903
766	2961	899
767	2963	895
768	2965	890
769	2967	886
770	2969	882
771	2974	878
772	2977	874
773	2979	870
774	2981	865
775	2983	861
776	2985	856
777	2992	854
778	2995	849
779	2998	845
780	3000	841
781	3005	837
782	3008	833
783	3010	829
784	3012	825
785	3014	820
786	3016	816
787	3025	813
788	3027	809
789	3029	805
790	3031	801
791	3037	797
792	3039	793
793	3041	789
794	3043	784
795	3045	780
796	3056	778
797	3058	774
798	3060	769
799	3062	765
800	3070	762
801	3072	758
802	3075	754
803	3077	750
804	3086	747
805	3088	743
806	3091	739
807	3093	735
808	3097	731
809	3101	727
810	3107	724
811	3109	719
812	3119	717
813	3121	713
814	3123	709
815	3126	704
816	3132	701
817	3133	697
818	3136	693
819	3138	688
820	3140	684
821	3146	681
822	3149	677
823	3151	673
824	3153	668
825	3155	664
826	3160	661
827	3163	657
828	3165	652
829	3168	648
830	3170	644
831	3172	640
832	3175	636
833	3177	632
834	3179	628
835	3182	624
836	3187	620
837	3189	616
838	3192	612
839	3194	608
840	3196	604
841	3203	601
842	3206	597
843	3209	593
844	3211	589
845	3216	585
846	3219	581
847	3221	577
848	3227	573
849	3236	571
850	3238	566
851	3240	562
852	3242	558
853	3247	555
854	3251	551
855	3253	547
856	3256	543
857	3258	539
858	3268	536
859	3272	532
860	3274	528
861	3283	525
862	3286	521
863	3288	517
864	3290	513
865	3300	510
866	3302	506
867	3304	502
868	3311	499
869	3314	495
870	3316	491
871	3318	487
872	3352	487
873	3364	485
874	3367	481
875	3370	477
876	3373	473
877	3375	469
878	3378	465
879	3380	461
880	3382	456
881	3395	454
882	3397	450
883	3401	446
884	3404	442
885	3406	438
886	3408	434
887	3412	430
888	3414	426
889	3417	422
890	3436	420
891	3438	416
892	3441	412
893	3443	408
894	3448	404
895	3454	400
896	3457	396
897	3459	392
898	3462	389
899	3465	385
900	3467	381
901	3473	377
902	3477	373
903	3479	369
904	3482	365
905	3495	362
906	3497	358
907	3500	354
908	3506	351
909	3508	346
910	3510	342
911	3513	339
912	3515	335
913	3517	331
914	3520	327
915	3522	323
916	3531	319
917	3534	315
918	3536	311
919	3539	307
920	3549	304
921	3551	300
922	3555	296
923	3562	293
924	3564	289
925	3567	285
926	3570	281
927	3584	278
928	3593	274
929	3598	270
930	3602	266
931	3612	263
932	3616	259
933	3623	256
934	3626	252
935	3631	248
936	3642	244
937	3647	241
938	3653	237
939	3656	233
940	3660	229
941	3663	225
942	3674	222
943	3678	218
944	3684	214
945	3687	210
946	3692	206
947	3695	202
948	3709	199
949	3715	195
950	3719	191
951	3722	187
952	3725	183
953	3727	179
954	3731	175
955	3734	171
956	3737	167
957	3743	164
958	3748	160
959	3752	156
960	3761	152
961	3764	148
962	3767	144
963	3775	140
964	3779	137
965	3782	133
966	3785	129
967	3789	125
968	3792	121
969	3795	117
970	3802	113
971	3805	109
972	3808	105
973	3817	101
974	3820	97
975	3835	94
976	3839	90
977	3842	86
978	3853	82
979	3859	78
980	3863	74
981	3866	70
982	3871	66
983	3878	63
984	3881	59
985	3884	55
986	3886	51
987	3890	47
988	3893	43
989	3895	39
990	3897	35
991	3900	31
992	3902	27
993	3909	23
994	3911	19
995	3913	15
996	3916	11
997	3918	7
998	3923	3
999	3926	0
